species	compartment	IC_Xinitialized	HGNC	Annotation	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15
pINS_Isr_Isr_IRS_PI3K1_PIP2	Cytoplasm	2.02656082971564E-16	INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000254647	ENSG00000171105	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pIIrIrI_IRS_PI3K1_PIP2	Cytoplasm	1.31143826073548E-37	IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pINS_Isr_Isr_INS_IRS_PI3K1_PIP2	Cytoplasm	9.33263852640176E-34	INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000254647	ENSG00000171105	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pEE1E2_PI3K2_PIP	Cytoplasm	1.54570391940213E-181	EGF, EGFR, ERBB2, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000011405								
pEE1Ev3_PI3K2_PIP	Cytoplasm	2.84557863954778E-193	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
pEE1E1_PI3K2_PIP	Cytoplasm	1.92078991461784E-181	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
pEE1EE1_PI3K2_PIP	Cytoplasm	4.50092550184651E-199	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
pEE1E3_PI3K2_PIP	Cytoplasm	1.75221279338421E-181	EGF, EGFR, ERBB3, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000011405								
pEE1HE3_PI3K2_PIP	Cytoplasm	9.09442707243156E-197	EGF, EGFR, NRG1, ERBB3, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000011405							
pEE1E4_PI3K2_PIP	Cytoplasm	8.39985569389516E-210	EGF, EGFR, ERBB4, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000011405								
pEE1HE4_PI3K2_PIP	Cytoplasm	9.05521339416721E-225	EGF, EGFR, NRG1, ERBB4, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000011405							
pE2HE3_PI3K2_PIP	Cytoplasm	1.45965413896311E-180	ERBB2, NRG1, ERBB3, PIK3C2A	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000011405								
pHE3Ev3_PI3K2_PIP	Cytoplasm	1.61820665282436E-191	NRG1, ERBB3, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000011405									
pE1HE3_PI3K2_PIP	Cytoplasm	1.41084168539306E-179	EGFR, NRG1, ERBB3, PIK3C2A	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000011405								
pHE3E4_PI3K2_PIP	Cytoplasm	3.03255592611789E-208	NRG1, ERBB3, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000011405								
pHE3HE4_PI3K2_PIP	Cytoplasm	1.90031061337907E-223	NRG1, ERBB3, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000011405								
pE2HE4_PI3K2_PIP	Cytoplasm	3.05458828827915E-208	ERBB2, NRG1, ERBB4, PIK3C2A	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000011405								
pHE4Ev3_PI3K2_PIP	Cytoplasm	2.71723032041101E-219	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
pE1HE4_PI3K2_PIP	Cytoplasm	2.3609400266219E-207	EGFR, NRG1, ERBB4, PIK3C2A	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000011405								
pE3HE4_PI3K2_PIP	Cytoplasm	2.81403094966338E-208	ERBB3, NRG1, ERBB4, PIK3C2A	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000011405								
pHE4E4_PI3K2_PIP	Cytoplasm	5.91328554628512E-236	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
pHE4HE4_PI3K2_PIP	Cytoplasm	2.02455841105595E-251	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
pHGF_Met_Met_PI3K2_PIP	Cytoplasm	7.09570613863706E-178	HGF, MET, PIK3C2A	ENSG00000019991	ENSG00000105976	ENSG00000011405									
pHGF_Met_HGF_Met_PI3K2_PIP	Cytoplasm	1.12912567815853E-191	HGF, MET, PIK3C2A	ENSG00000019991	ENSG00000105976	ENSG00000011405									
pPPrPPr_PI3K2_PIP	Cytoplasm	2.91618764624232E-206	PDGFB, PDGFRA, PDGFRB, PIK3C2A	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000011405								
pPPrPr_PI3K2_PIP	Cytoplasm	4.35247291430228E-203	PDGFB, PDGFRA, PDGFRB, PIK3C2A	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000011405								
pFFrFFr_PI3K2_PIP	Cytoplasm	6.8867579893073E-196	FGF1, FGF2, FGFR1, FGFR2, PIK3C2A	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000011405							
pFFrFr_PI3K2_PIP	Cytoplasm	1.78650936058704E-180	FGF1, FGF2, FGFR1, FGFR2, PIK3C2A	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000011405							
pIIrIr_IRS_PI3K2_PIP	Cytoplasm	8.90212507079119E-184	IGF1, IGF2, IGF1R, PIK3C2A	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000011405								
pINS_Isr_Isr_IRS_PI3K2_PIP	Cytoplasm	1.62686114210372E-181	INS, INSR, PIK3C2A	ENSG00000254647	ENSG00000171105	ENSG00000011405									
pIIrIrI_IRS_PI3K2_PIP	Cytoplasm	1.05278258012194E-202	IGF1, IGF2, IGF1R, PIK3C2A	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000011405								
pINS_Isr_Isr_INS_IRS_PI3K2_PIP	Cytoplasm	7.49195718527917E-199	INS, INSR, PIK3C2A	ENSG00000254647	ENSG00000171105	ENSG00000011405									
IRS	Cytoplasm	0.935461426674362	IRS1, IRS2	ENSG00000169047	ENSG00000185950										
Sp	Cytoplasm	0.0180857306101775	SPRY2	ENSG00000136158											
Cbl	Cytoplasm	5.29936850417084	CBL	ENSG00000110395											
G2	Cytoplasm	60.8445148695372	GRB2	ENSG00000177885											
G2_SOS	Cytoplasm	0.281020415182895	GRB2, SOS1	ENSG00000177885	ENSG00000115904										
G2_pSOS	Cytoplasm	0.277535532662129	GRB2, SOS1	ENSG00000177885	ENSG00000115904										
PLCg	Cytoplasm	2.21405242592971	PLCG1, PLCG2	ENSG00000124181	ENSG00000197943										
PI3KC1	Cytoplasm	0.0236959733072072	PIK3CA, PIK3CB, PIK3CG, PIK3CD	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608								
PI3KR1	Cytoplasm	8.96208841531289	PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455								
PI3K1	Cytoplasm	2.01057813526016	PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455				
pPI3K1	Cytoplasm	0.338513581075878	PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455				
PI3K2	Cytoplasm	1.72323563313597	PIK3C2A	ENSG00000011405											
mTORC1	Cytoplasm	2.74288195729743	MTOR 	ENSG00000198793											
mTORC1active	Cytoplasm	0.18609803776603	MTOR 	ENSG00000198793											
PIP	Cytoplasm	9.28865207184015E-162													
PI3P	Cytoplasm	7.27612304156019E-175													
DAG	Cytoplasm	7.72769177173821E-12	DAG1	ENSG00000173402											
GRP	Cytoplasm	9.67678556668721	RASGRP1, RASGRP3	ENSG00000172575	ENSG00000152689										
DAG_GRP	Cytoplasm	7.47792103826778E-13	DAG1, RASGRP1, RASGRP3	ENSG00000173402	ENSG00000172575	ENSG00000152689									
RasT	Cytoplasm	2.80010490842712	NRAS, KRAS, HRAS	ENSG00000213281	ENSG00000133703	ENSG00000174775									
RasD	Cytoplasm	161.277708487667	NRAS, KRAS, HRAS	ENSG00000213281	ENSG00000133703	ENSG00000174775									
NF1	Cytoplasm	0.781281432081547	NF1	ENSG00000196712											
pNF1	Cytoplasm	0	NF1	ENSG00000196712											
pCRaf	Cytoplasm	3.22363990458252	RAF1	ENSG00000132155											
CRaf	Cytoplasm	3.26360469210927	RAF1	ENSG00000132155											
RasT_CRaf	Cytoplasm	0.911337992317447	NRAS, KRAS, HRAS, RAF1	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155								
BRaf	Cytoplasm	0.416432159406974	BRAF	ENSG00000157764											
RasT_CRaf_BRaf	Cytoplasm	0.10581452168128	NRAS, KRAS, HRAS, RAF1, BRAF	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155	ENSG00000157764							
MEK	Cytoplasm	124.769877471798	MAP2K1, MAP2K2	ENSG00000169032	ENSG00000126934										
pMEK	Cytoplasm	16.3349840934662	MAP2K1, MAP2K2	ENSG00000169032	ENSG00000126934										
ppMEK	Cytoplasm	21.3814973528574	MAP2K1, MAP2K2	ENSG00000169032	ENSG00000126934										
MKP3	Cytoplasm	0.00198358442544317	DUSP6	ENSG00000139318											
ERKnuc	Nucleus	0.398746582780047	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
ppERKnuc	Nucleus	7.17514357919544	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
RSK	Cytoplasm	69.6511230663554	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302								
pRSK	Cytoplasm	0.68864339036511	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302								
pRSKnuc	Nucleus	1.74756681035057	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302								
MKP1	Nucleus	0.00204714573008884	DUSP1	ENSG00000120129											
pMKP1	Nucleus	0.015765212357007	DUSP1	ENSG00000120129											
cFos	Nucleus	2.98552439322655	FOS	ENSG00000170345											
pcFos	Nucleus	0.241966192243876	FOS	ENSG00000170345											
cJun	Nucleus	2.8712282677847	JUN	ENSG00000177606											
pcFos_cJun	Nucleus	0.0691412043934306	FOS, JUN	ENSG00000170345	ENSG00000177606										
cMyc	Nucleus	45.4393445466343	MYC	ENSG00000136997											
bCATENINnuc	Nucleus	35.4866997986436	CTNNB1	ENSG00000168036											
bCATENIN	Cytoplasm	17.75651186699	CTNNB1	ENSG00000168036											
pbCATENIN	Cytoplasm	179.791917311366	CTNNB1	ENSG00000168036											
IP3	Cytoplasm	1.03054933156505E-12	ITPKA, ITPKB, ITPKC	ENSG00000137825	ENSG00000143772	ENSG00000086544									
PIP2	Cytoplasm	9998.26999828995													
PIP3	Cytoplasm	1.60725902540762													
PTEN	Cytoplasm	2.31566443450919	PTEN	ENSG00000171862											
PIP3_AKT	Cytoplasm	0.735098397305772	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
AKT	Cytoplasm	48.1625637201716	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
pAKT	Cytoplasm	0.0389269509102713	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
ppAKT	Cytoplasm	0.389291908429342	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
PDK1	Cytoplasm	11.5072492157778	PDPK1	ENSG00000140992											
PIP3_PDK1	Cytoplasm	0.184938311991278	PDPK1	ENSG00000140992											
PIP3_pAKT	Cytoplasm	0.0635950687290854	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
Rictor	Cytoplasm	0.167116663183517	RICTOR	ENSG00000164327											
mTOR	Cytoplasm	1.18038794662512	MTOR 	ENSG00000198793											
mTORC2	Cytoplasm	1.83940363899413	MTOR 	ENSG00000198793											
PIP3_ppAKT	Cytoplasm	0.00395782017818365	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
GSK3b	Cytoplasm	40.7650734322412	GSK3B	ENSG00000082701											
pGSK3b	Cytoplasm	1.4418312830439	GSK3B	ENSG00000082701											
TSC1	Cytoplasm	0.0563954677281984	TSC1	ENSG00000165699											
TSC2	Cytoplasm	0.348755637192912	TSC2	ENSG00000103197											
pTSC2	Cytoplasm	0.0868017747091481	TSC2	ENSG00000103197											
TSC	Cytoplasm	0.196577148633784	TSC1, TSC2	ENSG00000165699	ENSG00000103197										
PKC	Cytoplasm	20.1529004834292	PRKCA, PRKCB, PRKCG, PRKCD	ENSG00000154229	ENSG00000166501	ENSG00000126583	ENSG00000163932								
DAG_PKC	Cytoplasm	1.55725780918082E-12	DAG1, PRKCA, PRKCB, PRKCG, PRKCD	ENSG00000173402	ENSG00000154229	ENSG00000166501	ENSG00000126583	ENSG00000163932							
pRKIP	Cytoplasm	1.47009232705832E-09	PEBP1	ENSG00000089220											
RKIP	Cytoplasm	1039.04501351656	PEBP1	ENSG00000089220											
RKIP_CRaf	Cytoplasm	0	PEBP1, RAF1	ENSG00000089220	ENSG00000132155										
ERK	Cytoplasm	220.597074203306	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
pERK	Cytoplasm	22.3854350362475	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
ppERK	Cytoplasm	10.8758484128099	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
FOXO	Cytoplasm	0.30113899692489	FOXO3	ENSG00000118689											
pFOXO	Cytoplasm	0.511656498894822	FOXO3	ENSG00000118689											
RhebD	Cytoplasm	105.307477178099	RHEB	ENSG00000106615											
RhebT	Cytoplasm	0	RHEB	ENSG00000106615											
Raptor	Cytoplasm	0.295670542748614	RPTOR	ENSG00000141564											
S6K	Cytoplasm	18.4154641421745	S6K	ENSG00000108443											
pS6K	Cytoplasm	1.03828531118686	S6K	ENSG00000108443											
EIF4EBP1	Cytoplasm	0.651986333368251	EIF4EBP1	ENSG00000187840											
pEIF4EBP1	Cytoplasm	1.0996984705744	EIF4EBP1	ENSG00000187840											
SOS	Cytoplasm	0.000565021453615111	SOS1	ENSG00000115904											
G2_SOS_ppERK	Cytoplasm	0.0027784585180205	GRB2, SOS1, MAPK1, MAPK3	ENSG00000177885	ENSG00000115904	ENSG00000100030	ENSG00000102882								
CRaf_ppERK	Cytoplasm	0.0322674176600951	RAF1, MAPK1, MAPK3	ENSG00000132155	ENSG00000100030	ENSG00000102882									
RasD_DAG_GRP	Cytoplasm	1.09637676975951E-13	NRAS, KRAS, HRAS, RASGRP1, RASGRP3	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000172575	ENSG00000152689							
RasT_NF1	Cytoplasm	0.00364611453593153	NRAS, KRAS, HRAS, NF1	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000196712								
NF1_ppERK	Cytoplasm	0	NF1, MAPK3, MAPK1, MAPK6, MAPK4, MAPK7, MAPK12, MAPK15	ENSG00000196712	ENSG00000102882	ENSG00000100030	ENSG00000069956	ENSG00000141639	ENSG00000166484	ENSG00000188130	ENSG00000181085				
MEK_RasT_CRaf_BRaf	Cytoplasm	0.220040728867977	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, NF1, RAF1, BRAF	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000196712	ENSG00000132155	ENSG00000157764				
pMEK_RasT_CRaf_BRaf	Cytoplasm	0.0288079292759228	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, NF1, RAF1, BRAF	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000196712	ENSG00000132155	ENSG00000157764				
ERK_ppMEK	Cytoplasm	2.35834383234784	MAPK1, MAPK3, MAP2K1, MAP2K2	ENSG00000100030	ENSG00000102882	ENSG00000169032	ENSG00000126934								
pERK_ppMEK	Cytoplasm	0.239316649338255	MAPK1, MAPK3, MAP2K1, MAP2K2	ENSG00000100030	ENSG00000102882	ENSG00000169032	ENSG00000126934								
RSK_ppERK	Cytoplasm	0.688647902664087	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, MAPK1, MAPK3	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302	ENSG00000100030	ENSG00000102882						
pRSKnuc_MKP1	Nucleus	3.25153563247702E-06	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4, DUSP1	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302	ENSG00000120129							
ppERKnuc_MKP1	Nucleus	1.3351682464502E-05	MAPK1, MAPK3, DUSP1	ENSG00000100030	ENSG00000102882	ENSG00000120129									
cFos_pRSKnuc	Nucleus	0.00474198724767103	FOS, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4	ENSG00000170345	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302							
cFos_ppERKnuc	Nucleus	0.0194696071996973	FOS, MAPK1, MAPK3	ENSG00000170345	ENSG00000100030	ENSG00000102882									
RKIP_DAG_PKC	Cytoplasm	1.47096026121309E-12	PEBP1, DAG1, PRKCA, PRKCB, PRKCG, PRKCD	ENSG00000089220	ENSG00000173402	ENSG00000154229	ENSG00000166501	ENSG00000126583	ENSG00000163932						
PIP3_PTEN	Cytoplasm	0.00338352006557755	PTEN	ENSG00000171862											
PIP3_AKT_PIP3_PDK1	Cytoplasm	0.000453159310810886	AKT1, AKT2, PDPK1	ENSG00000142208	ENSG00000105221	ENSG00000140992									
PIP3_pAKT_mTORC2	Cytoplasm	0.000389923147909679	AKT1, AKT2, MTOR	ENSG00000142208	ENSG00000105221	ENSG00000198793									
GSK3b_ppAKT	Cytoplasm	0.0144267534347674	GSK3B, AKT1, AKT2	ENSG00000082701	ENSG00000142208	ENSG00000105221									
TSC2_ppAKT	Cytoplasm	0.000678836784811984	TSC2, AKT1, AKT2	ENSG00000103197	ENSG00000142208	ENSG00000105221									
TSC2_ppERK	Cytoplasm	0.00189645596468392	TSC2, MAPK1, MAPK3	ENSG00000103197	ENSG00000100030	ENSG00000102882									
RhebT_TSC	Cytoplasm	0	RHEB, TSC1, TSC2	ENSG00000106615	ENSG00000165699	ENSG00000103197									
EIF4EBP1_mTORC1active	Cytoplasm	0.00110302766693266	EIF4EBP1, MTOR	ENSG00000187840	ENSG00000198793										
S6K_mTORC1active	Cytoplasm	0.0031155216424396	S6K, MTOR	ENSG00000108443	ENSG00000198793										
FOXO_ppAKT	Cytoplasm	0.000532865279878376	FOXO3, AKT1, AKT2	ENSG00000118689	ENSG00000142208	ENSG00000105221									
PI3K1_mTORC1active	Cytoplasm	0.000340141802627198	PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4, MTOR	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	ENSG00000198793			
pERK_MKP3	Cytoplasm	4.03573088344706E-05	MAPK1, MAPK3, DUSP6	ENSG00000100030	ENSG00000102882	ENSG00000139318									
ppERK_MKP3	Cytoplasm	0	MAPK1, MAPK3, DUSP6	ENSG00000100030	ENSG00000102882	ENSG00000139318									
ppERKnuc_pMKP1	Cytoplasm	0.000102762289493828	MAPK1, MAPK3, DUSP1	ENSG00000100030	ENSG00000102882	ENSG00000120129									
RasT_BRaf	Cytoplasm	0.116146423271179	NRAS, KRAS, HRAS, BRAF	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000157764								
RasT_BRaf_BRaf	Cytoplasm	0.00134896953328334	NRAS, KRAS, HRAS, BRAF	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000157764								
MEK_RasT_BRaf_BRaf	Cytoplasm	0.00153009651046817	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, BRAF	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000157764						
pMEK_RasT_BRaf_BRaf	Cytoplasm	0.00020032160539402	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, BRAF	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000157764						
EIF4E	Cytoplasm	235.639826231742	EIF4E	ENSG00000151247											
EIF4EBP1_EIF4E	Cytoplasm	15.3170242995487	EIF4EBP1, EIF4E	ENSG00000187840	ENSG00000151247										
RasT_CRaf_CRaf	Cytoplasm	0.0830472567060646	NRAS, KRAS, HRAS, RAF1	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155								
MEK_RasT_CRaf_CRaf	Cytoplasm	0.518087309600827	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, RAF1	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155						
pMEK_RasT_CRaf_CRaf	Cytoplasm	0.0678284545343816	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, RAF1	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155						
FOXOnuc	Nucleus	9.03042668661695	FOXO3	ENSG00000118689											
MEKi	Cytoplasm	0	MEKi3, MEKi1, MEKi2												
MEKi_ppMEK	Cytoplasm	0	MEKi3, MEK1, MEK2												
AKTi	Cytoplasm	0	AKTi3, AKTi1, AKTi2												
AKTi_AKT	Cytoplasm	0	AKTi3, AKT1, AKT2												
mT	Cytoplasm	37.6894210450835	mT3, T1, T2												
EIF4E_mT	Cytoplasm	88.8098073175441	EIF4E	ENSG00000151247											
IFR	Cytoplasm	0.788501572162552	IFNGR2	ENSG00000159128											
JAK	Cytoplasm	12.9098345895174	JAK1 JAK2	ENSG00000162434	ENSG00000096968										
RJ	Cytoplasm	20.3569771680128													
IFNRJ	Cytoplasm	0													
IFNRJ2	Cytoplasm	0													
IFNRJ2s	Cytoplasm	0													
STAT1	Cytoplasm	27.333308444551	STAT1	ENSG00000115415											
IFNRJ2s_STAT1	Cytoplasm	0													
STAT1s	Cytoplasm	0													
IFNRJ2s_STAT1s	Cytoplasm	0													
STAT1s_STAT1s	Cytoplasm	0													
SHP2	Cytoplasm	56.2228426112104	PTPN11	ENSG00000179295											
IFNRJ2s_SHP2	Cytoplasm	0													
PPX	Cytoplasm	28.1114213056052													
STAT1s_PPX	Cytoplasm	0													
STAT1_STAT1s	Cytoplasm	0													
STAT1snuc_STAT1snuc	Nucleus	0													
STAT1snuc	Nucleus	0													
PPN	Nucleus	28.1114213056052													
STAT1snuc_PPN	Nucleus	0													
STAT1nuc	Nucleus	0													
STAT1nuc_STAT1snuc	Nucleus	0													
SOCS1	Cytoplasm	0	SOCS1	ENSG00000185338											
IFNRJ2s_SOCS1	Cytoplasm	0													
IFNRJ2s_SHP2_SOCS1_STAT1	Cytoplasm	0													
STAT1s_STAT1s_PPX	Cytoplasm	0													
STAT1snuc_STAT1snuc_PPN	Nucleus	0													
IFNRJ2s_SOCS1_STAT1	Cytoplasm	0													
IFN	Extracellular	0	IFNG	ENSG00000111537											
IFNRJ2s_SHP2_STAT1	Cytoplasm	0													
IFNRJ2s_SHP2_SOCS1	Cytoplasm	0													
IFNR	Cytoplasm	0													
m_TP53	Cytoplasm	0.002529984	TP53	ENSG00000141510											
m_MDM2	Cytoplasm	0.0158124	MDM2	ENSG00000135679											
m_PPM1D	Cytoplasm	0.0006324961	PPM1D	ENSG00000170836											
m_ATM	Cytoplasm	0.0009487441	ATM	ENSG00000149311											
m_ATR	Cytoplasm	0.0006324961	ATR	ENSG00000175054											
m_RB1	Cytoplasm	0.005376217	RB1	ENSG00000139687											
m_E2F1	Cytoplasm	0.005376217	E2F1	ENSG00000101412											
m_E2F2	Cytoplasm	0.005376217	E2F2	ENSG00000007968											
m_E2F3	Cytoplasm	0.005376217	E2F3	ENSG00000112242											
m_CCND1	Cytoplasm	0.001897488	CCND1	ENSG00000110092											
m_CCND2	Cytoplasm	0.000316248	CCND2	ENSG00000118971											
m_CCND3	Cytoplasm	0.0006324961	CCND3	ENSG00000112576											
m_CCNE1	Cytoplasm	0.005376217	CCNE1	ENSG00000105173											
m_CCNE2	Cytoplasm	0.005376217	CCNE2	ENSG00000175305											
m_SKP2	Cytoplasm	0.005376217	SKP2	ENSG00000145604											
m_CDC25A	Cytoplasm	0.005376217	CDC25A	ENSG00000164045											
m_CDC25B	Cytoplasm	0.005376217	CDC25B	ENSG00000101224											
m_CDC25C	Cytoplasm	0.005376217	CDC25C	ENSG00000158402											
m_CCNA2	Cytoplasm	0.005376217	CCNA2	ENSG00000145386											
m_CDKN1B	Cytoplasm	0.005376217	CDKN1B	ENSG00000111276											
m_CDH1	Cytoplasm	0.005376217	CDH1	ENSG00000039068											
m_CCNB1	Cytoplasm	0.005376217	CCNB1	ENSG00000134057											
m_CDC20	Cytoplasm	0.005376217	CDC20	ENSG00000117399											
m_WEE1	Cytoplasm	0.005376217	WEE1	ENSG00000166483											
m_CHEK1	Cytoplasm	0.005376217	CHEK1	ENSG00000149554											
m_CDKN1A	Cytoplasm	0.003794976	CDKN1A	ENSG00000124762											
m_CDK1	Cytoplasm	0.01391491	CDK1	ENSG00000170312											
m_CDK2	Cytoplasm	0.0006324961	CDK2	ENSG00000123374											
m_CDK4	Cytoplasm	0.003478728	CDK4	ENSG00000135446											
m_CDK6	Cytoplasm	0.002213736	CDK6	ENSG00000124762											
m_TNFSF10	Cytoplasm	0	TNFSF10	ENSG00000121858											
m_TNFRSF10A	Cytoplasm	0.000316248	TNFRSF10A	ENSG00000104689											
m_TNFRSF10B	Cytoplasm	0.004111224	TNFRSF10B	ENSG00000120889											
m_CFLAR	Cytoplasm	0.00316248	CFLAR	ENSG00000003402											
m_CASP8	Cytoplasm	0.002529984	CASP8	ENSG00000064012											
m_CASP10	Cytoplasm	0.00158124	CASP10	ENSG00000003400											
m_BFAR	Cytoplasm	0.01138493	BFAR	ENSG00000103429											
m_CASP3	Cytoplasm	0.004111224	CASP3	ENSG00000164305											
m_CASP7	Cytoplasm	0.007273705	CASP7	ENSG00000165806											
m_CASP6	Cytoplasm	0.008538697	CASP6	ENSG00000138794											
m_XIAP	Cytoplasm	0.00158124	XIAP	ENSG00000101966											
m_PARP1	Cytoplasm	0.006641209	PARP1	ENSG00000143799											
m_BID	Cytoplasm	0.00474372	BID	ENSG00000015475											
m_BCL2	Cytoplasm	0	BCL2	ENSG00000171791											
