Rxn_name	Comp_correction	Species	Ratelaw						
vRP19_18	Cytoplasm	 pHE4E4int_G2_SOS + RasD ; pHE4E4int_G2_SOS_RasD	0.001						
vRP19_19	Cytoplasm	 pHE4HE4int_G2_SOS + RasD ; pHE4HE4int_G2_SOS_RasD	0.001						
vRP19_20	Cytoplasm	 pHGF_Met_Metint_G2_SOS + RasD ; pHGF_Met_Metint_G2_SOS_RasD	0.001						
vRP19_21	Cytoplasm	 pHGF_Met_HGF_Metint_G2_SOS + RasD ; pHGF_Met_HGF_Metint_G2_SOS_RasD	0.001						
vRP19_22	Cytoplasm	 pPPrPPrint_G2_SOS + RasD ; pPPrPPrint_G2_SOS_RasD	0.001						
vRP19_23	Cytoplasm	 pPPrPrint_G2_SOS + RasD ; pPPrPrint_G2_SOS_RasD	0.001						
vRP19_24	Cytoplasm	 pFFrFFrint_G2_SOS + RasD ; pFFrFFrint_G2_SOS_RasD	0.001						
vRP19_25	Cytoplasm	 pFFrFrint_G2_SOS + RasD ; pFFrFrint_G2_SOS_RasD	0.001						
vRP19_26	Cytoplasm	 pIIrIr_int_IRS_G2_SOS + RasD ; pIIrIr_int_IRS_G2_SOS_RasD	0.001						
vRP19_27	Cytoplasm	 pINS_Isr_Isr_int_IRS_G2_SOS + RasD ; pINS_Isr_Isr_int_IRS_G2_SOS_RasD	0.001						
vRP19_28	Cytoplasm	 pIIrIrI_int_IRS_G2_SOS + RasD ; pIIrIrI_int_IRS_G2_SOS_RasD	0.001						
vRP19_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS_G2_SOS + RasD ; pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD	0.001						
vRP20_1	Cytoplasm	 pEE1E2int_G2_SOS_RasD ; pEE1E2int_G2_SOS + RasD	0.01						
vRP20_2	Cytoplasm	 pEE1Ev3int_G2_SOS_RasD ; pEE1Ev3int_G2_SOS + RasD	0.01						
vRP20_3	Cytoplasm	 pEE1E1int_G2_SOS_RasD ; pEE1E1int_G2_SOS + RasD	0.01						
vRP20_4	Cytoplasm	 pEE1EE1int_G2_SOS_RasD ; pEE1EE1int_G2_SOS + RasD	0.01						
vRP20_5	Cytoplasm	 pEE1E3int_G2_SOS_RasD ; pEE1E3int_G2_SOS + RasD	0.01						
vRP20_6	Cytoplasm	 pEE1HE3int_G2_SOS_RasD ; pEE1HE3int_G2_SOS + RasD	0.01						
vRP20_7	Cytoplasm	 pEE1E4int_G2_SOS_RasD ; pEE1E4int_G2_SOS + RasD	0.01						
vRP20_8	Cytoplasm	 pEE1HE4int_G2_SOS_RasD ; pEE1HE4int_G2_SOS + RasD	0.01						
vRP20_9	Cytoplasm	 pE2HE3int_G2_SOS_RasD ; pE2HE3int_G2_SOS + RasD	0.01						
vRP20_10	Cytoplasm	 pHE3Ev3int_G2_SOS_RasD ; pHE3Ev3int_G2_SOS + RasD	0.01						
vRP20_11	Cytoplasm	 pE1HE3int_G2_SOS_RasD ; pE1HE3int_G2_SOS + RasD	0.01						
vRP20_12	Cytoplasm	 pHE3E4int_G2_SOS_RasD ; pHE3E4int_G2_SOS + RasD	0.01						
vRP20_13	Cytoplasm	 pHE3HE4int_G2_SOS_RasD ; pHE3HE4int_G2_SOS + RasD	0.01						
vRP20_14	Cytoplasm	 pE2HE4int_G2_SOS_RasD ; pE2HE4int_G2_SOS + RasD	0.01						
vRP20_15	Cytoplasm	 pHE4Ev3int_G2_SOS_RasD ; pHE4Ev3int_G2_SOS + RasD	0.01						
vRP20_16	Cytoplasm	 pE1HE4int_G2_SOS_RasD ; pE1HE4int_G2_SOS + RasD	0.01						
vRP20_17	Cytoplasm	 pE3HE4int_G2_SOS_RasD ; pE3HE4int_G2_SOS + RasD	0.01						
vRP20_18	Cytoplasm	 pHE4E4int_G2_SOS_RasD ; pHE4E4int_G2_SOS + RasD	0.01						
vRP20_19	Cytoplasm	 pHE4HE4int_G2_SOS_RasD ; pHE4HE4int_G2_SOS + RasD	0.01						
vRP20_20	Cytoplasm	 pHGF_Met_Metint_G2_SOS_RasD ; pHGF_Met_Metint_G2_SOS + RasD	0.01						
vRP20_21	Cytoplasm	 pHGF_Met_HGF_Metint_G2_SOS_RasD ; pHGF_Met_HGF_Metint_G2_SOS + RasD	0.01						
vRP20_22	Cytoplasm	 pPPrPPrint_G2_SOS_RasD ; pPPrPPrint_G2_SOS + RasD	0.01						
vRP20_23	Cytoplasm	 pPPrPrint_G2_SOS_RasD ; pPPrPrint_G2_SOS + RasD	0.01						
vRP20_24	Cytoplasm	 pFFrFFrint_G2_SOS_RasD ; pFFrFFrint_G2_SOS + RasD	0.01						
vRP20_25	Cytoplasm	 pFFrFrint_G2_SOS_RasD ; pFFrFrint_G2_SOS + RasD	0.01						
vRP20_26	Cytoplasm	 pIIrIr_int_IRS_G2_SOS_RasD ; pIIrIr_int_IRS_G2_SOS + RasD	0.01						
vRP20_27	Cytoplasm	 pINS_Isr_Isr_int_IRS_G2_SOS_RasD ; pINS_Isr_Isr_int_IRS_G2_SOS + RasD	0.01						
vRP20_28	Cytoplasm	 pIIrIrI_int_IRS_G2_SOS_RasD ; pIIrIrI_int_IRS_G2_SOS + RasD	0.01						
vRP20_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD ; pINS_Isr_Isr_INS_int_IRS_G2_SOS + RasD	0.01						
vRP21_1	Cytoplasm	 pEE1E2int_G2_SOS_RasD ; pEE1E2int_G2_SOS + RasT	1						
vRP21_2	Cytoplasm	 pEE1Ev3int_G2_SOS_RasD ; pEE1Ev3int_G2_SOS + RasT	1						
vRP21_3	Cytoplasm	 pEE1E1int_G2_SOS_RasD ; pEE1E1int_G2_SOS + RasT	1						
vRP21_4	Cytoplasm	 pEE1EE1int_G2_SOS_RasD ; pEE1EE1int_G2_SOS + RasT	1						
vRP21_5	Cytoplasm	 pEE1E3int_G2_SOS_RasD ; pEE1E3int_G2_SOS + RasT	1						
vRP21_6	Cytoplasm	 pEE1HE3int_G2_SOS_RasD ; pEE1HE3int_G2_SOS + RasT	1						
vRP21_7	Cytoplasm	 pEE1E4int_G2_SOS_RasD ; pEE1E4int_G2_SOS + RasT	1						
vRP21_8	Cytoplasm	 pEE1HE4int_G2_SOS_RasD ; pEE1HE4int_G2_SOS + RasT	1						
vRP21_9	Cytoplasm	 pE2HE3int_G2_SOS_RasD ; pE2HE3int_G2_SOS + RasT	1						
vRP21_10	Cytoplasm	 pHE3Ev3int_G2_SOS_RasD ; pHE3Ev3int_G2_SOS + RasT	1						
vRP21_11	Cytoplasm	 pE1HE3int_G2_SOS_RasD ; pE1HE3int_G2_SOS + RasT	1						
vRP21_12	Cytoplasm	 pHE3E4int_G2_SOS_RasD ; pHE3E4int_G2_SOS + RasT	1						
vRP21_13	Cytoplasm	 pHE3HE4int_G2_SOS_RasD ; pHE3HE4int_G2_SOS + RasT	1						
vRP21_14	Cytoplasm	 pE2HE4int_G2_SOS_RasD ; pE2HE4int_G2_SOS + RasT	1						
vRP21_15	Cytoplasm	 pHE4Ev3int_G2_SOS_RasD ; pHE4Ev3int_G2_SOS + RasT	1						
vRP21_16	Cytoplasm	 pE1HE4int_G2_SOS_RasD ; pE1HE4int_G2_SOS + RasT	1						
vRP21_17	Cytoplasm	 pE3HE4int_G2_SOS_RasD ; pE3HE4int_G2_SOS + RasT	1						
vRP21_18	Cytoplasm	 pHE4E4int_G2_SOS_RasD ; pHE4E4int_G2_SOS + RasT	1						
vRP21_19	Cytoplasm	 pHE4HE4int_G2_SOS_RasD ; pHE4HE4int_G2_SOS + RasT	1						
vRP21_20	Cytoplasm	 pHGF_Met_Metint_G2_SOS_RasD ; pHGF_Met_Metint_G2_SOS + RasT	1						
vRP21_21	Cytoplasm	 pHGF_Met_HGF_Metint_G2_SOS_RasD ; pHGF_Met_HGF_Metint_G2_SOS + RasT	1						
vRP21_22	Cytoplasm	 pPPrPPrint_G2_SOS_RasD ; pPPrPPrint_G2_SOS + RasT	1						
vRP21_23	Cytoplasm	 pPPrPrint_G2_SOS_RasD ; pPPrPrint_G2_SOS + RasT	1						
vRP21_24	Cytoplasm	 pFFrFFrint_G2_SOS_RasD ; pFFrFFrint_G2_SOS + RasT	1						
vRP21_25	Cytoplasm	 pFFrFrint_G2_SOS_RasD ; pFFrFrint_G2_SOS + RasT	1						
vRP21_26	Cytoplasm	 pIIrIr_int_IRS_G2_SOS_RasD ; pIIrIr_int_IRS_G2_SOS + RasT	1						
vRP21_27	Cytoplasm	 pINS_Isr_Isr_int_IRS_G2_SOS_RasD ; pINS_Isr_Isr_int_IRS_G2_SOS + RasT	1						
vRP21_28	Cytoplasm	 pIIrIrI_int_IRS_G2_SOS_RasD ; pIIrIrI_int_IRS_G2_SOS + RasT	1						
vRP21_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD ; pINS_Isr_Isr_INS_int_IRS_G2_SOS + RasT	1						
vRP22_1	Cytoplasm	 pEE1E2_G2_SOS + RasD ; pEE1E2_G2_SOS_RasD	1						
vRP22_2	Cytoplasm	 pEE1Ev3_G2_SOS + RasD ; pEE1Ev3_G2_SOS_RasD	1						
vRP22_3	Cytoplasm	 pEE1E1_G2_SOS + RasD ; pEE1E1_G2_SOS_RasD	1						
vRP22_4	Cytoplasm	 pEE1EE1_G2_SOS + RasD ; pEE1EE1_G2_SOS_RasD	1						
vRP22_5	Cytoplasm	 pEE1E3_G2_SOS + RasD ; pEE1E3_G2_SOS_RasD	1						
vRP22_6	Cytoplasm	 pEE1HE3_G2_SOS + RasD ; pEE1HE3_G2_SOS_RasD	1						
vRP22_7	Cytoplasm	 pEE1E4_G2_SOS + RasD ; pEE1E4_G2_SOS_RasD	1						
vRP22_8	Cytoplasm	 pEE1HE4_G2_SOS + RasD ; pEE1HE4_G2_SOS_RasD	1						
vRP22_9	Cytoplasm	 pE2HE3_G2_SOS + RasD ; pE2HE3_G2_SOS_RasD	1						
vRP22_10	Cytoplasm	 pHE3Ev3_G2_SOS + RasD ; pHE3Ev3_G2_SOS_RasD	1						
vRP22_11	Cytoplasm	 pE1HE3_G2_SOS + RasD ; pE1HE3_G2_SOS_RasD	1						
vRP22_12	Cytoplasm	 pHE3E4_G2_SOS + RasD ; pHE3E4_G2_SOS_RasD	1						
vRP22_13	Cytoplasm	 pHE3HE4_G2_SOS + RasD ; pHE3HE4_G2_SOS_RasD	1						
vRP22_14	Cytoplasm	 pE2HE4_G2_SOS + RasD ; pE2HE4_G2_SOS_RasD	1						
vRP22_15	Cytoplasm	 pHE4Ev3_G2_SOS + RasD ; pHE4Ev3_G2_SOS_RasD	1						
vRP22_16	Cytoplasm	 pE1HE4_G2_SOS + RasD ; pE1HE4_G2_SOS_RasD	1						
vRP22_17	Cytoplasm	 pE3HE4_G2_SOS + RasD ; pE3HE4_G2_SOS_RasD	1						
vRP22_18	Cytoplasm	 pHE4E4_G2_SOS + RasD ; pHE4E4_G2_SOS_RasD	1						
vRP22_19	Cytoplasm	 pHE4HE4_G2_SOS + RasD ; pHE4HE4_G2_SOS_RasD	1						
vRP22_20	Cytoplasm	 pHGF_Met_Met_G2_SOS + RasD ; pHGF_Met_Met_G2_SOS_RasD	1						
vRP22_21	Cytoplasm	 pHGF_Met_HGF_Met_G2_SOS + RasD ; pHGF_Met_HGF_Met_G2_SOS_RasD	1						
vRP22_22	Cytoplasm	 pPPrPPr_G2_SOS + RasD ; pPPrPPr_G2_SOS_RasD	1						
vRP22_23	Cytoplasm	 pPPrPr_G2_SOS + RasD ; pPPrPr_G2_SOS_RasD	1						
vRP22_24	Cytoplasm	 pFFrFFr_G2_SOS + RasD ; pFFrFFr_G2_SOS_RasD	1						
vRP22_25	Cytoplasm	 pFFrFr_G2_SOS + RasD ; pFFrFr_G2_SOS_RasD	1						
vRP22_26	Cytoplasm	 pIIrIr_IRS_G2_SOS + RasD ; pIIrIr_IRS_G2_SOS_RasD	1						
vRP22_27	Cytoplasm	 pINS_Isr_Isr_IRS_G2_SOS + RasD ; pINS_Isr_Isr_IRS_G2_SOS_RasD	1						
vRP22_28	Cytoplasm	 pIIrIrI_IRS_G2_SOS + RasD ; pIIrIrI_IRS_G2_SOS_RasD	1						
vRP22_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_G2_SOS + RasD ; pINS_Isr_Isr_INS_IRS_G2_SOS_RasD	1						
vRP23_1	Cytoplasm	 pEE1E2_G2_SOS_RasD ; pEE1E2_G2_SOS + RasD	10						
vRP23_2	Cytoplasm	 pEE1Ev3_G2_SOS_RasD ; pEE1Ev3_G2_SOS + RasD	10						
vRP23_3	Cytoplasm	 pEE1E1_G2_SOS_RasD ; pEE1E1_G2_SOS + RasD	10						
vRP23_4	Cytoplasm	 pEE1EE1_G2_SOS_RasD ; pEE1EE1_G2_SOS + RasD	10						
vRP23_5	Cytoplasm	 pEE1E3_G2_SOS_RasD ; pEE1E3_G2_SOS + RasD	10						
vRP23_6	Cytoplasm	 pEE1HE3_G2_SOS_RasD ; pEE1HE3_G2_SOS + RasD	10						
vRP23_7	Cytoplasm	 pEE1E4_G2_SOS_RasD ; pEE1E4_G2_SOS + RasD	10						
vRP23_8	Cytoplasm	 pEE1HE4_G2_SOS_RasD ; pEE1HE4_G2_SOS + RasD	10						
vRP23_9	Cytoplasm	 pE2HE3_G2_SOS_RasD ; pE2HE3_G2_SOS + RasD	10						
vRP23_10	Cytoplasm	 pHE3Ev3_G2_SOS_RasD ; pHE3Ev3_G2_SOS + RasD	10						
vRP23_11	Cytoplasm	 pE1HE3_G2_SOS_RasD ; pE1HE3_G2_SOS + RasD	10						
vRP23_12	Cytoplasm	 pHE3E4_G2_SOS_RasD ; pHE3E4_G2_SOS + RasD	10						
vRP23_13	Cytoplasm	 pHE3HE4_G2_SOS_RasD ; pHE3HE4_G2_SOS + RasD	10						
vRP23_14	Cytoplasm	 pE2HE4_G2_SOS_RasD ; pE2HE4_G2_SOS + RasD	10						
vRP23_15	Cytoplasm	 pHE4Ev3_G2_SOS_RasD ; pHE4Ev3_G2_SOS + RasD	10						
vRP23_16	Cytoplasm	 pE1HE4_G2_SOS_RasD ; pE1HE4_G2_SOS + RasD	10						
vRP23_17	Cytoplasm	 pE3HE4_G2_SOS_RasD ; pE3HE4_G2_SOS + RasD	10						
vRP23_18	Cytoplasm	 pHE4E4_G2_SOS_RasD ; pHE4E4_G2_SOS + RasD	10						
vRP23_19	Cytoplasm	 pHE4HE4_G2_SOS_RasD ; pHE4HE4_G2_SOS + RasD	10						
vRP23_20	Cytoplasm	 pHGF_Met_Met_G2_SOS_RasD ; pHGF_Met_Met_G2_SOS + RasD	10						
vRP23_21	Cytoplasm	 pHGF_Met_HGF_Met_G2_SOS_RasD ; pHGF_Met_HGF_Met_G2_SOS + RasD	10						
vRP23_22	Cytoplasm	 pPPrPPr_G2_SOS_RasD ; pPPrPPr_G2_SOS + RasD	10						
vRP23_23	Cytoplasm	 pPPrPr_G2_SOS_RasD ; pPPrPr_G2_SOS + RasD	10						
vRP23_24	Cytoplasm	 pFFrFFr_G2_SOS_RasD ; pFFrFFr_G2_SOS + RasD	10						
vRP23_25	Cytoplasm	 pFFrFr_G2_SOS_RasD ; pFFrFr_G2_SOS + RasD	10						
vRP23_26	Cytoplasm	 pIIrIr_IRS_G2_SOS_RasD ; pIIrIr_IRS_G2_SOS + RasD	10						
vRP23_27	Cytoplasm	 pINS_Isr_Isr_IRS_G2_SOS_RasD ; pINS_Isr_Isr_IRS_G2_SOS + RasD	10						
vRP23_28	Cytoplasm	 pIIrIrI_IRS_G2_SOS_RasD ; pIIrIrI_IRS_G2_SOS + RasD	10						
vRP23_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_G2_SOS_RasD ; pINS_Isr_Isr_INS_IRS_G2_SOS + RasD	10						
vRP24_1	Cytoplasm	 pEE1E2_G2_SOS_RasD ; pEE1E2_G2_SOS + RasT	10						
vRP24_2	Cytoplasm	 pEE1Ev3_G2_SOS_RasD ; pEE1Ev3_G2_SOS + RasT	10						
vRP24_3	Cytoplasm	 pEE1E1_G2_SOS_RasD ; pEE1E1_G2_SOS + RasT	10						
vRP24_4	Cytoplasm	 pEE1EE1_G2_SOS_RasD ; pEE1EE1_G2_SOS + RasT	10						
vRP24_5	Cytoplasm	 pEE1E3_G2_SOS_RasD ; pEE1E3_G2_SOS + RasT	10						
vRP24_6	Cytoplasm	 pEE1HE3_G2_SOS_RasD ; pEE1HE3_G2_SOS + RasT	10						
vRP24_7	Cytoplasm	 pEE1E4_G2_SOS_RasD ; pEE1E4_G2_SOS + RasT	10						
vRP24_8	Cytoplasm	 pEE1HE4_G2_SOS_RasD ; pEE1HE4_G2_SOS + RasT	10						
vRP24_9	Cytoplasm	 pE2HE3_G2_SOS_RasD ; pE2HE3_G2_SOS + RasT	10						
vRP24_10	Cytoplasm	 pHE3Ev3_G2_SOS_RasD ; pHE3Ev3_G2_SOS + RasT	10						
vRP24_11	Cytoplasm	 pE1HE3_G2_SOS_RasD ; pE1HE3_G2_SOS + RasT	10						
vRP24_12	Cytoplasm	 pHE3E4_G2_SOS_RasD ; pHE3E4_G2_SOS + RasT	10						
vRP24_13	Cytoplasm	 pHE3HE4_G2_SOS_RasD ; pHE3HE4_G2_SOS + RasT	10						
vRP24_14	Cytoplasm	 pE2HE4_G2_SOS_RasD ; pE2HE4_G2_SOS + RasT	10						
vRP24_15	Cytoplasm	 pHE4Ev3_G2_SOS_RasD ; pHE4Ev3_G2_SOS + RasT	10						
vRP24_16	Cytoplasm	 pE1HE4_G2_SOS_RasD ; pE1HE4_G2_SOS + RasT	10						
vRP24_17	Cytoplasm	 pE3HE4_G2_SOS_RasD ; pE3HE4_G2_SOS + RasT	10						
vRP24_18	Cytoplasm	 pHE4E4_G2_SOS_RasD ; pHE4E4_G2_SOS + RasT	10						
vRP24_19	Cytoplasm	 pHE4HE4_G2_SOS_RasD ; pHE4HE4_G2_SOS + RasT	10						
vRP24_20	Cytoplasm	 pHGF_Met_Met_G2_SOS_RasD ; pHGF_Met_Met_G2_SOS + RasT	10						
vRP24_21	Cytoplasm	 pHGF_Met_HGF_Met_G2_SOS_RasD ; pHGF_Met_HGF_Met_G2_SOS + RasT	10						
vRP24_22	Cytoplasm	 pPPrPPr_G2_SOS_RasD ; pPPrPPr_G2_SOS + RasT	10						
vRP24_23	Cytoplasm	 pPPrPr_G2_SOS_RasD ; pPPrPr_G2_SOS + RasT	10						
vRP24_24	Cytoplasm	 pFFrFFr_G2_SOS_RasD ; pFFrFFr_G2_SOS + RasT	10						
vRP24_25	Cytoplasm	 pFFrFr_G2_SOS_RasD ; pFFrFr_G2_SOS + RasT	10						
vRP24_26	Cytoplasm	 pIIrIr_IRS_G2_SOS_RasD ; pIIrIr_IRS_G2_SOS + RasT	10						
vRP24_27	Cytoplasm	 pINS_Isr_Isr_IRS_G2_SOS_RasD ; pINS_Isr_Isr_IRS_G2_SOS + RasT	10						
vRP24_28	Cytoplasm	 pIIrIrI_IRS_G2_SOS_RasD ; pIIrIrI_IRS_G2_SOS + RasT	10						
vRP24_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_G2_SOS_RasD ; pINS_Isr_Isr_INS_IRS_G2_SOS + RasT	10						
vRP25_1	Cytoplasm	 pEE1E2_PLCg + PIP2 ; pEE1E2_PLCg_PIP2	0.001						
vRP25_2	Cytoplasm	 pEE1Ev3_PLCg + PIP2 ; pEE1Ev3_PLCg_PIP2	0.001						
vRP25_3	Cytoplasm	 pEE1E1_PLCg + PIP2 ; pEE1E1_PLCg_PIP2	0.001						
vRP25_4	Cytoplasm	 pEE1EE1_PLCg + PIP2 ; pEE1EE1_PLCg_PIP2	0.001						
vRP25_5	Cytoplasm	 pEE1E3_PLCg + PIP2 ; pEE1E3_PLCg_PIP2	0.001						
vRP25_6	Cytoplasm	 pEE1HE3_PLCg + PIP2 ; pEE1HE3_PLCg_PIP2	0.001						
vRP25_7	Cytoplasm	 pEE1E4_PLCg + PIP2 ; pEE1E4_PLCg_PIP2	0.001						
vRP25_8	Cytoplasm	 pEE1HE4_PLCg + PIP2 ; pEE1HE4_PLCg_PIP2	0.001						
vRP25_9	Cytoplasm	 pE2HE3_PLCg + PIP2 ; pE2HE3_PLCg_PIP2	0.001						
vRP25_10	Cytoplasm	 pHE3Ev3_PLCg + PIP2 ; pHE3Ev3_PLCg_PIP2	0.001						
vRP25_11	Cytoplasm	 pE1HE3_PLCg + PIP2 ; pE1HE3_PLCg_PIP2	0.001						
vRP25_12	Cytoplasm	 pHE3E4_PLCg + PIP2 ; pHE3E4_PLCg_PIP2	0.001						
vRP25_13	Cytoplasm	 pHE3HE4_PLCg + PIP2 ; pHE3HE4_PLCg_PIP2	0.001						
vRP25_14	Cytoplasm	 pE2HE4_PLCg + PIP2 ; pE2HE4_PLCg_PIP2	0.001						
vRP25_15	Cytoplasm	 pHE4Ev3_PLCg + PIP2 ; pHE4Ev3_PLCg_PIP2	0.001						
vRP25_16	Cytoplasm	 pE1HE4_PLCg + PIP2 ; pE1HE4_PLCg_PIP2	0.001						
vRP25_17	Cytoplasm	 pE3HE4_PLCg + PIP2 ; pE3HE4_PLCg_PIP2	0.001						
vRP25_18	Cytoplasm	 pHE4E4_PLCg + PIP2 ; pHE4E4_PLCg_PIP2	0.001						
vRP25_19	Cytoplasm	 pHE4HE4_PLCg + PIP2 ; pHE4HE4_PLCg_PIP2	0.001						
vRP25_20	Cytoplasm	 pHGF_Met_Met_PLCg + PIP2 ; pHGF_Met_Met_PLCg_PIP2	0.001						
vRP25_21	Cytoplasm	 pHGF_Met_HGF_Met_PLCg + PIP2 ; pHGF_Met_HGF_Met_PLCg_PIP2	0.001						
vRP25_22	Cytoplasm	 pPPrPPr_PLCg + PIP2 ; pPPrPPr_PLCg_PIP2	0.001						
vRP25_23	Cytoplasm	 pPPrPr_PLCg + PIP2 ; pPPrPr_PLCg_PIP2	0.001						
vRP25_24	Cytoplasm	 pFFrFFr_PLCg + PIP2 ; pFFrFFr_PLCg_PIP2	0.001						
vRP25_25	Cytoplasm	 pFFrFr_PLCg + PIP2 ; pFFrFr_PLCg_PIP2	0.001						
vRP25_26	Cytoplasm	 pIIrIr_IRS_PLCg + PIP2 ; pIIrIr_IRS_PLCg_PIP2	0.001						
vRP25_27	Cytoplasm	 pINS_Isr_Isr_IRS_PLCg + PIP2 ; pINS_Isr_Isr_IRS_PLCg_PIP2	0.001						
vRP25_28	Cytoplasm	 pIIrIrI_IRS_PLCg + PIP2 ; pIIrIrI_IRS_PLCg_PIP2	0.001						
vRP25_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PLCg + PIP2 ; pINS_Isr_Isr_INS_IRS_PLCg_PIP2	0.001						
vRP26_1	Cytoplasm	 pEE1E2_PLCg_PIP2 ; pEE1E2_PLCg + PIP2	0.1						
vRP26_2	Cytoplasm	 pEE1Ev3_PLCg_PIP2 ; pEE1Ev3_PLCg + PIP2	0.1						
vRP26_3	Cytoplasm	 pEE1E1_PLCg_PIP2 ; pEE1E1_PLCg + PIP2	0.1						
vRP26_4	Cytoplasm	 pEE1EE1_PLCg_PIP2 ; pEE1EE1_PLCg + PIP2	0.1						
vRP26_5	Cytoplasm	 pEE1E3_PLCg_PIP2 ; pEE1E3_PLCg + PIP2	0.1						
vRP26_6	Cytoplasm	 pEE1HE3_PLCg_PIP2 ; pEE1HE3_PLCg + PIP2	0.1						
vRP26_7	Cytoplasm	 pEE1E4_PLCg_PIP2 ; pEE1E4_PLCg + PIP2	0.1						
vRP26_8	Cytoplasm	 pEE1HE4_PLCg_PIP2 ; pEE1HE4_PLCg + PIP2	0.1						
vRP26_9	Cytoplasm	 pE2HE3_PLCg_PIP2 ; pE2HE3_PLCg + PIP2	0.1						
vRP26_10	Cytoplasm	 pHE3Ev3_PLCg_PIP2 ; pHE3Ev3_PLCg + PIP2	0.1						
vRP26_11	Cytoplasm	 pE1HE3_PLCg_PIP2 ; pE1HE3_PLCg + PIP2	0.1						
vRP26_12	Cytoplasm	 pHE3E4_PLCg_PIP2 ; pHE3E4_PLCg + PIP2	0.1						
vRP26_13	Cytoplasm	 pHE3HE4_PLCg_PIP2 ; pHE3HE4_PLCg + PIP2	0.1						
vRP26_14	Cytoplasm	 pE2HE4_PLCg_PIP2 ; pE2HE4_PLCg + PIP2	0.1						
vRP26_15	Cytoplasm	 pHE4Ev3_PLCg_PIP2 ; pHE4Ev3_PLCg + PIP2	0.1						
vRP26_16	Cytoplasm	 pE1HE4_PLCg_PIP2 ; pE1HE4_PLCg + PIP2	0.1						
vRP26_17	Cytoplasm	 pE3HE4_PLCg_PIP2 ; pE3HE4_PLCg + PIP2	0.1						
vRP26_18	Cytoplasm	 pHE4E4_PLCg_PIP2 ; pHE4E4_PLCg + PIP2	0.1						
vRP26_19	Cytoplasm	 pHE4HE4_PLCg_PIP2 ; pHE4HE4_PLCg + PIP2	0.1						
vRP26_20	Cytoplasm	 pHGF_Met_Met_PLCg_PIP2 ; pHGF_Met_Met_PLCg + PIP2	0.1						
vRP26_21	Cytoplasm	 pHGF_Met_HGF_Met_PLCg_PIP2 ; pHGF_Met_HGF_Met_PLCg + PIP2	0.1						
vRP26_22	Cytoplasm	 pPPrPPr_PLCg_PIP2 ; pPPrPPr_PLCg + PIP2	0.1						
vRP26_23	Cytoplasm	 pPPrPr_PLCg_PIP2 ; pPPrPr_PLCg + PIP2	0.1						
vRP26_24	Cytoplasm	 pFFrFFr_PLCg_PIP2 ; pFFrFFr_PLCg + PIP2	0.1						
vRP26_25	Cytoplasm	 pFFrFr_PLCg_PIP2 ; pFFrFr_PLCg + PIP2	0.1						
vRP26_26	Cytoplasm	 pIIrIr_IRS_PLCg_PIP2 ; pIIrIr_IRS_PLCg + PIP2	0.1						
vRP26_27	Cytoplasm	 pINS_Isr_Isr_IRS_PLCg_PIP2 ; pINS_Isr_Isr_IRS_PLCg + PIP2	0.1						
vRP26_28	Cytoplasm	 pIIrIrI_IRS_PLCg_PIP2 ; pIIrIrI_IRS_PLCg + PIP2	0.1						
vRP26_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PLCg_PIP2 ; pINS_Isr_Isr_INS_IRS_PLCg + PIP2	0.1						
vRP27_1	Cytoplasm	 pEE1E2_PLCg_PIP2 ; pEE1E2_PLCg + DAG + IP3	1						
vRP27_2	Cytoplasm	 pEE1Ev3_PLCg_PIP2 ; pEE1Ev3_PLCg + DAG + IP3	1						
vRP27_3	Cytoplasm	 pEE1E1_PLCg_PIP2 ; pEE1E1_PLCg + DAG + IP3	1						
vRP27_4	Cytoplasm	 pEE1EE1_PLCg_PIP2 ; pEE1EE1_PLCg + DAG + IP3	1						
vRP27_5	Cytoplasm	 pEE1E3_PLCg_PIP2 ; pEE1E3_PLCg + DAG + IP3	1						
vRP27_6	Cytoplasm	 pEE1HE3_PLCg_PIP2 ; pEE1HE3_PLCg + DAG + IP3	1						
vRP27_7	Cytoplasm	 pEE1E4_PLCg_PIP2 ; pEE1E4_PLCg + DAG + IP3	1						
vRP27_8	Cytoplasm	 pEE1HE4_PLCg_PIP2 ; pEE1HE4_PLCg + DAG + IP3	1						
vRP27_9	Cytoplasm	 pE2HE3_PLCg_PIP2 ; pE2HE3_PLCg + DAG + IP3	1						
vRP27_10	Cytoplasm	 pHE3Ev3_PLCg_PIP2 ; pHE3Ev3_PLCg + DAG + IP3	1						
vRP27_11	Cytoplasm	 pE1HE3_PLCg_PIP2 ; pE1HE3_PLCg + DAG + IP3	1						
vRP27_12	Cytoplasm	 pHE3E4_PLCg_PIP2 ; pHE3E4_PLCg + DAG + IP3	1						
vRP27_13	Cytoplasm	 pHE3HE4_PLCg_PIP2 ; pHE3HE4_PLCg + DAG + IP3	1						
