species	compartment	IC_Xinitialized	Annotation_ENSEMBL	Annotation_HGNC
pPI3K1	Cytoplasm	3.39E-01	ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
PI3K2	Cytoplasm	1.72E+00	ENSG00000011405	PIK3C2A
mTORC1	Cytoplasm	2.74E+00	ENSG00000198793	MTOR 
mTORC1active	Cytoplasm	1.86E-01	ENSG00000198793	MTOR 
PIP	Cytoplasm	9.32E-25		
PI3P	Cytoplasm	3.07E-27		
DAG	Cytoplasm	8.31E-12	ENSG00000173402	DAG1
GRP	Cytoplasm	9.68E+00	ENSG00000172575 ENSG00000152689	RASGRP1 RASGRP3
DAG_GRP	Cytoplasm	8.04E-13	ENSG00000173402 ENSG00000172575 ENSG00000152689	DAG1 RASGRP1 RASGRP3
RasT	Cytoplasm	2.80E+00	ENSG00000213281 ENSG00000133703 ENSG00000174775	NRAS KRAS HRAS
RasD	Cytoplasm	1.61E+02	ENSG00000213281 ENSG00000133703 ENSG00000174775	NRAS KRAS HRAS
NF1	Cytoplasm	7.81E-01	ENSG00000196712	NF1
pNF1	Cytoplasm	0.00E+00	ENSG00000196712	NF1
pCRaf	Cytoplasm	3.27E+00	ENSG00000132155	RAF1
CRaf	Cytoplasm	3.24E+00	ENSG00000132155	RAF1
RasT_CRaf	Cytoplasm	9.05E-01	ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000132155	NRAS KRAS HRAS RAF1
BRaf	Cytoplasm	4.17E-01	ENSG00000157764	BRAF
RasT_CRaf_BRaf	Cytoplasm	1.05E-01	ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000132155 ENSG00000157764	NRAS KRAS HRAS RAF1 BRAF
MEK	Cytoplasm	1.25E+02	ENSG00000169032 ENSG00000126934	MAP2K1 MAP2K2
pMEK	Cytoplasm	1.63E+01	ENSG00000169032 ENSG00000126934	MAP2K1 MAP2K2
ppMEK	Cytoplasm	2.11E+01	ENSG00000169032 ENSG00000126934	MAP2K1 MAP2K2
MKP3	Cytoplasm	1.99E-03	ENSG00000139318	DUSP6
ERKnuc	Nucleus	4.07E-01	ENSG00000100030 ENSG00000102882	MAPK1 MAPK3
ppERKnuc	Nucleus	7.33E+00	ENSG00000100030 ENSG00000102882	MAPK1 MAPK3
RSK	Cytoplasm	6.95E+01	ENSG00000117676 ENSG00000071242 ENSG00000177189 ENSG00000162302	RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4
pRSK	Cytoplasm	7.02E-01	ENSG00000117676 ENSG00000071242 ENSG00000177189 ENSG00000162302	RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4
pRSKnuc	Nucleus	1.78E+00	ENSG00000117676 ENSG00000071242 ENSG00000177189 ENSG00000162302	RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4
MKP1	Nucleus	2.02E-03	ENSG00000120129	DUSP1
pMKP1	Nucleus	1.59E-02	ENSG00000120129	DUSP1
cFos	Nucleus	2.98E+00	ENSG00000170345	FOS
pcFos	Nucleus	2.47E-01	ENSG00000170345	FOS
cJun	Nucleus	2.87E+00	ENSG00000177606	JUN
pcFos_cJun	Nucleus	7.05E-02	ENSG00000170345 ENSG00000177606	FOS JUN
cMyc	Nucleus	4.54E+01	ENSG00000136997	MYC
bCATENINnuc	Nucleus	3.55E+01	ENSG00000168036	CTNNB1
bCATENIN	Cytoplasm	1.78E+01	ENSG00000168036	CTNNB1
pbCATENIN	Cytoplasm	1.80E+02	ENSG00000168036	CTNNB1
IP3	Cytoplasm	1.11E-12	ENSG00000137825 ENSG00000143772 ENSG00000086544	ITPKA ITPKB ITPKC
PIP2	Cytoplasm	1.00E+04		
PIP3	Cytoplasm	1.61E+00		
PTEN	Cytoplasm	2.32E+00	ENSG00000171862	PTEN
PIP3_AKT	Cytoplasm	7.35E-01	ENSG00000142208 ENSG00000105221	AKT1 AKT2
AKT	Cytoplasm	4.82E+01	ENSG00000142208 ENSG00000105221	AKT1 AKT2
pAKT	Cytoplasm	3.89E-02	ENSG00000142208 ENSG00000105221	AKT1 AKT2
ppAKT	Cytoplasm	3.89E-01	ENSG00000142208 ENSG00000105221	AKT1 AKT2
PDK1	Cytoplasm	1.15E+01	ENSG00000140992	PDPK1
PIP3_PDK1	Cytoplasm	1.85E-01	ENSG00000140992	PDPK1
PIP3_pAKT	Cytoplasm	6.36E-02	ENSG00000142208 ENSG00000105221	AKT1 AKT2
Rictor	Cytoplasm	1.67E-01	ENSG00000164327	RICTOR
mTOR	Cytoplasm	1.18E+00	ENSG00000198793	MTOR 
mTORC2	Cytoplasm	1.84E+00	ENSG00000198793	MTOR 
PIP3_ppAKT	Cytoplasm	3.96E-03	ENSG00000142208 ENSG00000105221	AKT1 AKT2
GSK3b	Cytoplasm	4.08E+01	ENSG00000082701	GSK3B
pGSK3b	Cytoplasm	1.44E+00	ENSG00000082701	GSK3B
TSC1	Cytoplasm	5.64E-02	ENSG00000165699	TSC1
TSC2	Cytoplasm	3.48E-01	ENSG00000103197	TSC2
pTSC2	Cytoplasm	8.71E-02	ENSG00000103197	TSC2
TSC	Cytoplasm	1.97E-01	ENSG00000165699 ENSG00000103197	TSC1 TSC2
PKC	Cytoplasm	2.02E+01	ENSG00000154229 ENSG00000166501 ENSG00000126583 ENSG00000163932	PRKCA PRKCB PRKCG PRKCD
DAG_PKC	Cytoplasm	1.68E-12	ENSG00000173402 ENSG00000154229 ENSG00000166501 ENSG00000126583 ENSG00000163932	DAG1 PRKCA PRKCB PRKCG PRKCD
pRKIP	Cytoplasm	1.58E-09	ENSG00000089220	PEBP1
RKIP	Cytoplasm	1.04E+03	ENSG00000089220	PEBP1
RKIP_CRaf	Cytoplasm	0.00E+00	ENSG00000089220 ENSG00000132155	PEBP1 RAF1
ERK	Cytoplasm	2.21E+02	ENSG00000100030 ENSG00000102882	MAPK1 MAPK3
pERK	Cytoplasm	2.21E+01	ENSG00000100030 ENSG00000102882	MAPK1 MAPK3
ppERK	Cytoplasm	1.11E+01	ENSG00000100030 ENSG00000102882	MAPK1 MAPK3
FOXO	Cytoplasm	3.01E-01	ENSG00000118689	FOXO3
pFOXO	Cytoplasm	5.12E-01	ENSG00000118689	FOXO3
RhebD	Cytoplasm	1.05E+02	ENSG00000106615	RHEB
RhebT	Cytoplasm	0.00E+00	ENSG00000106615	RHEB
Raptor	Cytoplasm	2.96E-01	ENSG00000141564	RPTOR
S6K	Cytoplasm	1.84E+01	ENSG00000108443	S6K
pS6K	Cytoplasm	1.04E+00	ENSG00000108443	S6K
EIF4EBP1	Cytoplasm	6.52E-01	ENSG00000187840	EIF4EBP1
pEIF4EBP1	Cytoplasm	1.10E+00	ENSG00000187840	EIF4EBP1
SOS	Cytoplasm	5.60E-04	ENSG00000115904	SOS1
G2_SOS_ppERK	Cytoplasm	2.81E-03	ENSG00000177885 ENSG00000115904 ENSG00000100030 ENSG00000102882	GRB2 SOS1 MAPK1 MAPK3
CRaf_ppERK	Cytoplasm	3.27E-02	ENSG00000132155 ENSG00000100030 ENSG00000102882	RAF1 MAPK1 MAPK3
RasD_DAG_GRP	Cytoplasm	1.18E-13	ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000172575 ENSG00000152689	NRAS KRAS HRAS RASGRP1 RASGRP3
RasT_NF1	Cytoplasm	3.65E-03	ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000196712	NRAS KRAS HRAS NF1
NF1_ppERK	Cytoplasm	0.00E+00	ENSG00000196712 ENSG00000102882 ENSG00000100030 ENSG00000069956 ENSG00000141639 ENSG00000166484 ENSG00000188130 ENSG00000181085	NF1 MAPK3 MAPK1 MAPK6 MAPK4 MAPK7 MAPK12 MAPK15
MEK_RasT_CRaf_BRaf	Cytoplasm	2.20E-01	ENSG00000169032 ENSG00000126934 ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000196712 ENSG00000132155 ENSG00000157764	MAP2K1 MAP2K2 NRAS KRAS HRAS NF1 RAF1 BRAF
pMEK_RasT_CRaf_BRaf	Cytoplasm	2.86E-02	ENSG00000169032 ENSG00000126934 ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000196712 ENSG00000132155 ENSG00000157764	MAP2K1 MAP2K2 NRAS KRAS HRAS NF1 RAF1 BRAF
ERK_ppMEK	Cytoplasm	2.33E+00	ENSG00000100030 ENSG00000102882 ENSG00000169032 ENSG00000126934	MAPK1 MAPK3 MAP2K1 MAP2K2
pERK_ppMEK	Cytoplasm	2.33E-01	ENSG00000100030 ENSG00000102882 ENSG00000169032 ENSG00000126934	MAPK1 MAPK3 MAP2K1 MAP2K2
RSK_ppERK	Cytoplasm	7.02E-01	ENSG00000117676 ENSG00000071242 ENSG00000177189 ENSG00000162302 ENSG00000100030 ENSG00000102882	RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 MAPK1 MAPK3
pRSKnuc_MKP1	Nucleus	3.27E-06	ENSG00000117676 ENSG00000071242 ENSG00000177189 ENSG00000162302 ENSG00000120129	RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 DUSP1
ppERKnuc_MKP1	Nucleus	1.34E-05	ENSG00000100030 ENSG00000102882 ENSG00000120129	MAPK1 MAPK3 DUSP1
cFos_pRSKnuc	Nucleus	4.83E-03	ENSG00000170345 ENSG00000117676 ENSG00000071242 ENSG00000177189 ENSG00000162302	FOS RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4
cFos_ppERKnuc	Nucleus	1.99E-02	ENSG00000170345 ENSG00000100030 ENSG00000102882	FOS MAPK1 MAPK3
RKIP_DAG_PKC	Cytoplasm	1.58E-12	ENSG00000089220 ENSG00000173402 ENSG00000154229 ENSG00000166501 ENSG00000126583 ENSG00000163932	PEBP1 DAG1 PRKCA PRKCB PRKCG PRKCD
PIP3_PTEN	Cytoplasm	3.38E-03	ENSG00000171862	PTEN
PIP3_AKT_PIP3_PDK1	Cytoplasm	4.53E-04	ENSG00000142208 ENSG00000105221 ENSG00000140992	AKT1 AKT2 PDPK1
PIP3_pAKT_mTORC2	Cytoplasm	3.90E-04	ENSG00000142208 ENSG00000105221 ENSG00000198793	AKT1 AKT2 MTOR
GSK3b_ppAKT	Cytoplasm	1.44E-02	ENSG00000082701 ENSG00000142208 ENSG00000105221	GSK3B AKT1 AKT2
TSC2_ppAKT	Cytoplasm	6.78E-04	ENSG00000103197 ENSG00000142208 ENSG00000105221	TSC2 AKT1 AKT2
TSC2_ppERK	Cytoplasm	1.94E-03	ENSG00000103197 ENSG00000100030 ENSG00000102882	TSC2 MAPK1 MAPK3
RhebT_TSC	Cytoplasm	0.00E+00	ENSG00000106615 ENSG00000165699 ENSG00000103197	RHEB TSC1 TSC2
EIF4EBP1_mTORC1active	Cytoplasm	1.10E-03	ENSG00000187840 ENSG00000198793	EIF4EBP1 MTOR
S6K_mTORC1active	Cytoplasm	3.12E-03	ENSG00000108443 ENSG00000198793	S6K MTOR
FOXO_ppAKT	Cytoplasm	5.33E-04	ENSG00000118689 ENSG00000142208 ENSG00000105221	FOXO3 AKT1 AKT2
PI3K1_mTORC1active	Cytoplasm	3.40E-04	ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455 ENSG00000198793	PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 MTOR
pERK_MKP3	Cytoplasm	3.98E-05	ENSG00000100030 ENSG00000102882 ENSG00000139318	MAPK1 MAPK3 DUSP6
ppERK_MKP3	Cytoplasm	0.00E+00	ENSG00000100030 ENSG00000102882 ENSG00000139318	MAPK1 MAPK3 DUSP6
ppERKnuc_pMKP1	Cytoplasm	1.06E-04	ENSG00000100030 ENSG00000102882 ENSG00000120129	MAPK1 MAPK3 DUSP1
RasT_BRaf	Cytoplasm	1.16E-01	ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000157764	NRAS KRAS HRAS BRAF
RasT_BRaf_BRaf	Cytoplasm	1.35E-03	ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000157764	NRAS KRAS HRAS BRAF
MEK_RasT_BRaf_BRaf	Cytoplasm	1.54E-03	ENSG00000169032 ENSG00000126934 ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000157764	MAP2K1 MAP2K2 NRAS KRAS HRAS BRAF
pMEK_RasT_BRaf_BRaf	Cytoplasm	2.00E-04	ENSG00000169032 ENSG00000126934 ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000157764	MAP2K1 MAP2K2 NRAS KRAS HRAS BRAF
EIF4E	Cytoplasm	2.36E+02	ENSG00000151247	EIF4E
EIF4EBP1_EIF4E	Cytoplasm	1.53E+01	ENSG00000187840 ENSG00000151247	EIF4EBP1 EIF4E
RasT_CRaf_CRaf	Cytoplasm	8.19E-02	ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000132155	NRAS KRAS HRAS RAF1
MEK_RasT_CRaf_CRaf	Cytoplasm	5.13E-01	ENSG00000169032 ENSG00000126934 ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000132155	MAP2K1 MAP2K2 NRAS KRAS HRAS RAF1
pMEK_RasT_CRaf_CRaf	Cytoplasm	6.66E-02	ENSG00000169032 ENSG00000126934 ENSG00000213281 ENSG00000133703 ENSG00000174775 ENSG00000132155	MAP2K1 MAP2K2 NRAS KRAS HRAS RAF1
FOXOnuc	Nucleus	9.03E+00	ENSG00000118689	FOXO3
MEKi	Cytoplasm	0.00E+00		
MEKi_ppMEK	Cytoplasm	0.00E+00		MEK1 MEK2
AKTi	Cytoplasm	0.00E+00		
AKTi_AKT	Cytoplasm	0.00E+00		AKT1 AKT2
mT	Cytoplasm	3.77E+01		
EIF4E_mT	Cytoplasm	8.88E+01	ENSG00000151247	EIF4E
m_TP53	Cytoplasm	2.53E-03	ENSG00000141510	TP53
m_MDM2	Cytoplasm	1.58E-02	ENSG00000135679	MDM2
m_PPM1D	Cytoplasm	6.32E-04	ENSG00000170836	PPM1D
m_ATM	Cytoplasm	9.49E-04	ENSG00000149311	ATM
m_ATR	Cytoplasm	6.32E-04	ENSG00000175054	ATR
m_RB1	Cytoplasm	5.38E-03	ENSG00000139687	RB1
m_E2F1	Cytoplasm	5.38E-03	ENSG00000101412	E2F1
m_E2F2	Cytoplasm	5.38E-03	ENSG00000007968	E2F2
m_E2F3	Cytoplasm	5.38E-03	ENSG00000112242	E2F3
m_CCND1	Cytoplasm	1.90E-03	ENSG00000110092	CCND1
m_CCND2	Cytoplasm	3.16E-04	ENSG00000118971	CCND2
m_CCND3	Cytoplasm	6.32E-04	ENSG00000112576	CCND3
m_CCNE1	Cytoplasm	5.38E-03	ENSG00000105173	CCNE1
m_CCNE2	Cytoplasm	5.38E-03	ENSG00000175305	CCNE2
m_SKP2	Cytoplasm	5.38E-03	ENSG00000145604	SKP2
m_CDC25A	Cytoplasm	5.38E-03	ENSG00000164045	CDC25A
m_CDC25B	Cytoplasm	5.38E-03	ENSG00000101224	CDC25B
m_CDC25C	Cytoplasm	5.38E-03	ENSG00000158402	CDC25C
m_CCNA2	Cytoplasm	5.38E-03	ENSG00000145386	CCNA2
m_CDKN1B	Cytoplasm	5.38E-03	ENSG00000111276	CDKN1B
m_CDH1	Cytoplasm	5.38E-03	ENSG00000039068	CDH1
m_CCNB1	Cytoplasm	5.38E-03	ENSG00000134057	CCNB1
m_CDC20	Cytoplasm	5.38E-03	ENSG00000117399	CDC20
m_WEE1	Cytoplasm	5.38E-03	ENSG00000166483	WEE1
m_CHEK1	Cytoplasm	5.38E-03	ENSG00000149554	CHEK1
m_CDKN1A	Cytoplasm	3.79E-03	ENSG00000124762	CDKN1A
m_CDK1	Cytoplasm	1.39E-02	ENSG00000170312	CDK1
m_CDK2	Cytoplasm	6.32E-04	ENSG00000123374	CDK2
m_CDK4	Cytoplasm	3.48E-03	ENSG00000135446	CDK4
m_CDK6	Cytoplasm	2.21E-03	ENSG00000124762	CDK6
m_TNFSF10	Cytoplasm	0.00E+00	ENSG00000121858	TNFSF10
m_TNFRSF10A	Cytoplasm	3.16E-04	ENSG00000104689	TNFRSF10A
m_TNFRSF10B	Cytoplasm	4.11E-03	ENSG00000120889	TNFRSF10B
m_CFLAR	Cytoplasm	3.16E-03	ENSG00000003402	CFLAR
m_CASP8	Cytoplasm	2.53E-03	ENSG00000064012	CASP8
m_CASP10	Cytoplasm	1.58E-03	ENSG00000003400	CASP10
m_BFAR	Cytoplasm	1.14E-02	ENSG00000103429	BFAR
m_CASP3	Cytoplasm	4.11E-03	ENSG00000164305	CASP3
m_CASP7	Cytoplasm	7.27E-03	ENSG00000165806	CASP7
m_CASP6	Cytoplasm	8.54E-03	ENSG00000138794	CASP6
m_XIAP	Cytoplasm	1.58E-03	ENSG00000101966	XIAP
m_PARP1	Cytoplasm	6.64E-03	ENSG00000143799	PARP1
m_BID	Cytoplasm	4.74E-03	ENSG00000015475	BID
m_BCL2	Cytoplasm	0.00E+00	ENSG00000171791	BCL2
m_BCL2L1	Cytoplasm	9.49E-04	ENSG00000171552	BCL2L1
m_MCL1	Cytoplasm	6.64E-03	ENSG00000143384	MCL1
m_BAX	Cytoplasm	9.49E-04	ENSG00000087088	BAX
m_CYCS	Cytoplasm	2.91E-02	ENSG00000172115	CYCS
m_DIABLO	Cytoplasm	2.85E-03	ENSG00000184047	DIABLO
m_APAF1	Cytoplasm	6.32E-04	ENSG00000120868	APAF1
m_CASP9	Cytoplasm	6.32E-04	ENSG00000132906	CASP9
m_BAD	Cytoplasm	4.11E-03	ENSG00000002330	BAD
m_BBC3	Cytoplasm	3.16E-04	ENSG00000105327	BBC3
m_PMAIP1	Cytoplasm	1.26E-03	ENSG00000141682	PMAIP1
m_BCL2L11	Cytoplasm	9.49E-04	ENSG00000153094	BCL2L11
m_EGF	Cytoplasm	0.00E+00	ENSG00000138798	EGF
m_NRG1	Cytoplasm	0.00E+00	ENSG00000157168	NRG1
m_EGFR	Cytoplasm	2.53E-03	ENSG00000146648	EGFR
m_ERBB2	Cytoplasm	1.26E-03	ENSG00000141736	ERBB2
m_ERBB3	Cytoplasm	5.38E-03	ENSG00000065361	ERBB3
m_ERBB4	Cytoplasm	0.00E+00	ENSG00000178568	ERBB4
m_EGFRvIII	Cytoplasm	0.00E+00	ENSG00000146648	EGFRvIII
m_MET	Cytoplasm	5.69E-03	ENSG00000105976	MET
m_HGF	Cytoplasm	0.00E+00	ENSG00000019991	HGF
m_PDGFRA	Cytoplasm	3.16E-04	ENSG00000134853	PDGFRA
m_PDGFRB	Cytoplasm	3.16E-04	ENSG00000113721	PDGFRB
m_PDGFB	Cytoplasm	0.00E+00	ENSG00000100311	PDGFB
m_SPRY2	Cytoplasm	6.32E-04	ENSG00000136158	SPRY2
m_CBL	Cytoplasm	9.49E-04	ENSG00000110395	CBL
m_GRB2	Cytoplasm	1.58E-03	ENSG00000177885	GRB2
m_PLCG1	Cytoplasm	3.16E-04	ENSG00000124181	PLCG1
m_PLCG2	Cytoplasm	3.16E-04	ENSG00000197943	PLCG2
m_PIK3CA	Cytoplasm	6.32E-04	ENSG00000121879	PIK3CA
m_PIK3CB	Cytoplasm	6.32E-04	ENSG00000051382	PIK3CB
m_PIK3CG	Cytoplasm	0.00E+00	ENSG00000105851	PIK3CG
m_PIK3CD	Cytoplasm	0.00E+00	ENSG00000171608	PIK3CD
m_PIK3R1	Cytoplasm	6.32E-04	ENSG00000145675	PIK3R1
m_PIK3R2	Cytoplasm	3.16E-04	ENSG00000105647	PIK3R2
m_PIK3R3	Cytoplasm	2.85E-03	ENSG00000117461	PIK3R3
m_PIK3R4	Cytoplasm	3.16E-04	ENSG00000196455	PIK3R4
m_PIK3C2A	Cytoplasm	1.58E-03	ENSG00000011405	PIK3C2A
m_RASGRP1	Cytoplasm	0.00E+00	ENSG00000172575	RASGRP1
m_RASGRP3	Cytoplasm	3.16E-04	ENSG00000152689	RASGRP3
m_NRAS	Cytoplasm	4.43E-03	ENSG00000213281	NRAS
m_KRAS	Cytoplasm	2.53E-03	ENSG00000133703	KRAS
m_HRAS	Cytoplasm	9.49E-04	ENSG00000174775	HRAS
m_NF1	Cytoplasm	1.26E-03	ENSG00000196712	NF1
m_RAF1	Cytoplasm	1.90E-03	ENSG00000132155	RAF1
m_BRAF	Cytoplasm	3.16E-04	ENSG00000157764	BRAF
m_MAP2K1	Cytoplasm	6.32E-04	ENSG00000169032	MAP2K1
m_MAP2K2	Cytoplasm	9.49E-04	ENSG00000126934	MAP2K2
m_DUSP6	Cytoplasm	3.16E-04	ENSG00000139318	DUSP6
m_RPS6KA1	Cytoplasm	3.16E-04	ENSG00000117676	RPS6KA1
m_RPS6KA2	Cytoplasm	6.32E-04	ENSG00000071242	RPS6KA2
m_RPS6KA3	Cytoplasm	1.26E-03	ENSG00000177189	RPS6KA3
m_RPS6KA4	Cytoplasm	3.16E-04	ENSG00000162302	RPS6KA4
m_DUSP1	Cytoplasm	9.49E-04	ENSG00000120129	DUSP1
m_FOS	Cytoplasm	9.49E-04	ENSG00000170345	FOS
m_JUN	Cytoplasm	2.21E-03	ENSG00000177606	JUN
m_MYC	Cytoplasm	6.32E-04	ENSG00000136997	MYC
m_CTNNB1	Cytoplasm	1.04E-02	ENSG00000168036	CTNNB1
m_PTEN	Cytoplasm	7.27E-03	ENSG00000171862	PTEN
m_AKT1	Cytoplasm	3.16E-04	ENSG00000142208	AKT1
m_AKT2	Cytoplasm	9.49E-04	ENSG00000105221	AKT2
m_PDPK1	Cytoplasm	9.49E-04	ENSG00000140992	PDPK1
m_RICTOR	Cytoplasm	1.26E-03	ENSG00000164327	RICTOR
m_MTOR	Cytoplasm	3.16E-04	ENSG00000198793	MTOR
m_GSK3B	Cytoplasm	9.49E-04	ENSG00000082701	GSK3B
m_TSC1	Cytoplasm	1.26E-03	ENSG00000165699	TSC1
m_TSC2	Cytoplasm	3.16E-04	ENSG00000103197	TSC2
m_PRKCA	Cytoplasm	6.32E-04	ENSG00000154229	PRKCA
m_PRKCB	Cytoplasm	3.16E-04	ENSG00000166501	PRKCB
m_PRKCG	Cytoplasm	0.00E+00	ENSG00000126583	PRKCG
m_PRKCD	Cytoplasm	9.49E-04	ENSG00000163932	PRKCD
m_PEBP1	Cytoplasm	1.17E-02	ENSG00000089220	PEBP1
m_MAPK1	Cytoplasm	1.90E-03	ENSG00000100030	MAPK1
m_MAPK3	Cytoplasm	6.32E-04	ENSG00000102882	MAPK3
m_FOXO3	Cytoplasm	1.26E-03	ENSG00000118689	FOXO3
m_RHEB	Cytoplasm	9.80E-03	ENSG00000106615	RHEB
m_RPTOR	Cytoplasm	3.16E-04	ENSG00000141564	RPTOR
m_RPS6KB1	Cytoplasm	9.49E-04	ENSG00000108443	RPS6KB1
m_RPS6KB2	Cytoplasm	6.32E-04	ENSG00000175634	RPS6KB2
m_EIF4EBP1	Cytoplasm	1.20E-02	ENSG00000187840	EIF4EBP1
m_SOS1	Cytoplasm	9.49E-04	ENSG00000115904	SOS1
m_CDKN2A	Cytoplasm	0.00E+00	ENSG00000147889	CDKN2A
m_MDM4	Cytoplasm	2.21E-03	ENSG00000198625	MDM4
m_FGFR1	Cytoplasm	3.16E-04	ENSG00000077782	FGFR1
m_FGFR2	Cytoplasm	6.32E-04	ENSG00000066468	FGFR2
m_FGF1	Cytoplasm	0.00E+00	ENSG00000113578	FGF1
m_FGF2	Cytoplasm	0.00E+00	ENSG00000138685	FGF2
m_EIF4E	Cytoplasm	1.20E-02	ENSG00000151247	EIF4E
m_IRS1	Cytoplasm	9.49E-04	ENSG00000169047	IRS1
m_IRS2	Cytoplasm	6.32E-04	ENSG00000185950	IRS2
m_IGF1	Cytoplasm	0.00E+00	ENSG00000017427	IGF1
m_IGF2	Cytoplasm	0.00E+00	ENSG00000167244	IGF2
m_IGF1R	Cytoplasm	9.49E-04	ENSG00000140443	IGF1R
m_MSH6	Cytoplasm	1.58E-03	ENSG00000116062	MSH6
m_BRCA2	Cytoplasm	6.32E-04	ENSG00000139618	BRCA2
m_MGMT	Cytoplasm	1.58E-03	ENSG00000170430	MGMT
m_INSR	Cytoplasm	1.90E-03	ENSG00000171105	INSR
m_INS	Cytoplasm	0.00E+00	ENSG00000254647	INS
